,content,title,rating
9832,Roberto Orci Action|Adventure|Drama|Western abraham lincoln character|good versus evil|good man|good woman Alberto Reyes|Julio Oscar Mechoso|Gustavo Sánchez Parra|Adrian Alonso|Nick Chinlund|Giovanna Zacarías|Carlos Cobos|Antonio Banderas|Michael Emerson|Shuler Hensley|Pedro Armendáriz Jr.|Mary Crosby|Catherine Zeta-Jones|Mauricio Bonet|Fernando Becerril,"Legend of Zorro, The (2005)",737
2784,Denis Leary Comedy|Romance painting|island|thief|voyeur Denis Leary|Sandra Bullock|Stephen Dillane|Yaphet Kotto|Mike Starr|Jonathan Tucker|Wayne Robson|Michael Badalucco|Lenny Clarke|Jonny Fido|Don Gavin|Shaun Clarke|Markus Parilo|John Friesen|Sean Runnette,Two if by Sea (1996),737
7402,Mark Steven Johnson Action|Adventure|Crime|Drama cleavage|assassin|battle|heroine Jennifer Garner|Goran Visnjic|Kirsten Zien|Will Yun Lee|Cary-Hiroyuki Tagawa|Terence Stamp|Natassia Malthe|Bob Sapp|Chris Ackerman|Edson T. Ribeiro|Colin Cunningham|Hiro Kanagawa|Mark Houghton|Laura Ward|Kurt Max Runte,Elektra (2005),735
1478,Bruce Joel Rubin Drama|Romance|Sci-Fi time travel|kissing while having sex|pregnant woman in bathtub|male objectification Michelle Nolden|Alex Ferris|Arliss Howard|Eric Bana|Katherine Trowell|Bart Bedford|Esther Jun|Matt Birman|Craig Snoyer|Rachel McAdams|Carly Street|Romyen Tangsubutra|Brooklynn Proulx|Jane McLean|Ron Livingston,"Time Traveler's Wife, The (2009)",735
2344,Daniel Vigne Drama|Mystery|Romance impostor|husband wife relationship|assumed identity|death by hanging Richard Gere|Jodie Foster|Lanny Flaherty|Wendell Wellman|Bill Pullman|Brett Kelley|William Windom|Clarice Taylor|Frankie Faison|R. Lee Ermey|Richard Hamilton|Karen Kirschenbauer|Carter McNeese|Dean Whitworth|Stan Kelly,Sommersby (1993),735
11433,Tom Bleecker Drama|Mystery|Sci-Fi|Thriller psychological experiment|strait jacket|time travel|child uses a gun Adrien Brody|Keira Knightley|Kris Kristofferson|Jennifer Jason Leigh|Kelly Lynch|Brad Renfro|Daniel Craig|Steven Mackintosh|Brendan Coyle|Mackenzie Phillips|Laura Marano|Jason Lewis|Richard Dillane|Jonah Lotan|Angel Coulby,"Jacket, The (2005)",735
1446,Brian Taylor Action|Comedy|Crime pixelated nudity|voyeur|voyeurism|stripper Jason Statham|Amy Smart|Dwight Yoakam|Efren Ramirez|Julanne Chidi Hill|Jose Pablo Cantillo|Reno Wilson|Keone Young|Art Hsu|Joseph Julian Soria|Bai Ling|Clifton Collins Jr.|David Carradine|Corey Haim|Geri Horner,Crank: High Voltage (2009),735
1832,Chris Sanders Adventure|Animation|Comedy caveman|journey|cave|survival Nicolas Cage|Emma Stone|Ryan Reynolds|Catherine Keener|Cloris Leachman|Clark Duke|Chris Sanders|Randy Thom,"Croods, The (2013)",734
896,Arnold Friedman Documentary interview|long island new york|pianist|new york city new york Arnold Friedman|Elaine Friedman|David Friedman|Seth Friedman|Jesse Friedman|John McDermott|Frances Galasso|Anthony Sgeugloi|Chuck Scarborough|Joseph Onorato|Judd Maltin|Howard Friedman|Abbey Boklan|Ron Georgalis|Scott Banks,Capturing the Friedmans (2003),733
7045,Lukas Moodysson Drama|Romance lesbian|sweden|school|birthday party Alexandra Dahlström|Rebecka Liljeberg|Erica Carlson|Mathias Rust|Stefan Hörberg|Josefine Nyberg|Ralph Carlsson|Maria Hedborg|Axel Widegren|Jill Ung|Lisa Skagerstam|Lina Svantesson|Johanna Larsson|Elinor Johansson|Jessica Melkersson,Show Me Love (Fucking Åmål) (1998),730
11188,Terrence Malick Drama childhood|strict father|waco texas|1950s Brad Pitt|Sean Penn|Jessica Chastain|Hunter McCracken|Laramie Eppler|Tye Sheridan|Fiona Shaw|Jessica Fuselier|Nicolas Gonda|Will Wallace|Kelly Koonce|Bryce Boudoin|Jimmy Donaldson|Kameron Vaughn|Cole Cockburn,"Tree of Life, The (2011)",730
296,Alejandro Amenábar Drama lawyer|euthanasia|sailor|freedom Javier Bardem|Belén Rueda|Lola Dueñas|Mabel Rivera|Celso Bugallo|Clara Segura|Joan Dalmau|Alberto Jiménez|Tamar Novas|Francesc Garrido|Josep Maria Pou|Alberto Amarilla|Andrea Occhipinti|Federico Pérez Rey|Nicolás Fernández Luna,"Sea Inside, The (Mar adentro) (2004)",730
10894,Steven Brill Children|Comedy hockey movie|sports team|bus|rivalry Emilio Estevez|Jeffrey Nordling|David Selby|Heidi Kling|Joshua Jackson|Joss Ackland|Elden Henson|Shaun Weiss|Vincent LaRusso|Matt Doherty|Garette Ratliff Henson|Marguerite Moreau|Michael Cudlitz|Christopher Orr|Aaron Lohr,D3: The Mighty Ducks (1996),729
7305,Mark Dindal Action|Adventure|Animation|Children|Comedy|Sci-Fi alien|chicken little|fish out of water|chicken Zach Braff|Garry Marshall|Don Knotts|Patrick Stewart|Amy Sedaris|Steve Zahn|Joan Cusack|Wallace Shawn|Harry Shearer|Fred Willard|Catherine O'Hara|Patrick Warburton|Adam West|Mark Walton|Mark Dindal,Chicken Little (2005),729
12129,Yasutaka Tsutsui Animation|Comedy|Drama|Romance|Sci-Fi high school|laboratory|falling in love|teenage romance Riisa Naka|Takuya Ishida|Mitsutaka Itakura|Ayami Kakiuchi|Mitsuki Tanimura|Yuki Sekido|Utawaka Katsura|Midori Ando|Fumihiko Tachiki|Keiko Yamamoto|Shiori Yokohari|Sonoka Matsuoka|Takayuki Handa|Maho Kurashima|Taeko Hase,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",725
7670,Meg Cabot Comedy|Romance sleepover|riding sidesaddle|pinching cheek|princess Anne Hathaway|Julie Andrews|Hector Elizondo|John Rhys-Davies|Heather Matarazzo|Chris Pine|Callum Blue|Kathleen Marshall|Tom Poston|Joel McCrary|Kim Thomson|Raven-Symoné|Larry Miller|Caroline Goodall|Sean O'Bryan,"Princess Diaries 2: Royal Engagement, The (2004)",725
3146,Eleazar Lipsky Crime|Drama|Thriller neo noir|detective|arrest|death of wife David Caruso|Samuel L. Jackson|Nicolas Cage|Helen Hunt|Kathryn Erbe|Stanley Tucci|Michael Rapaport|Ving Rhames|Philip Baker Hall|Anthony Heald|Angel David|John Costelloe|Lindsay J. Wrinn|Megan L. Wrinn|Katie Sagona,Kiss of Death (1995),724
8367,Nicholas Sparks Romance grief|bottle|letter|love Kevin Costner|Robin Wright|Paul Newman|John Savage|Illeana Douglas|Robbie Coltrane|Jesse James|Bethel Leslie|Tom Aldredge|Viveka Davis|Raphael Sbarge|Richard Hamilton|Rosemary Murphy|Steven Eckholdt|Susan Brightbill,Message in a Bottle (1999),724
2427,Dave Callaham Action|Horror|Sci-Fi survival|brother sister relationship|based on video game|monster Karl Urban|Rosamund Pike|Deobia Oparei|Ben Daniels|Razaaq Adoti|Richard Brake|Al Weaver|Dexter Fletcher|Brian Steele|Dwayne Johnson|Yao Chin|Robert Russell|Daniel York|Ian Hughes|Sara Houghton,Doom (2005),723
7240,Marie Pérennou Documentary meadow|spider|insect|slow motion Jacques Perrin|Kristin Scott Thomas,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),723
1942,Christopher Murphey Action|Children|Drama kung fu|bully|china|2010s Jaden Smith|Jackie Chan|Taraji P. Henson|Wenwen Han|Rongguang Yu|Zhensu Wu|Zhiheng Wang|Zhenwei Wang|Jared Minns|Shijia Lü|Yi Zhao|Bo Zhang|Luke Carberry|Cameron Hillman|Ghye Samuel Brown,"Karate Kid, The (2010)",723
8463,Nikita Mikhalkov Drama stalinism|year 1936|soviet citizen|nkvd Oleg Menshikov|Nikita Mikhalkov|Ingeborga Dapkunaite|Nadezhda Mikhalkova|Vyacheslav Tikhonov|Svetlana Kryuchkova|Vladimir Ilin|Alla Kazanskaya|Nina Arkhipova|Avangard Leontev|André Oumansky|Inna Ulyanova|Lyubov Rudneva|Vladimir Ryabov|Vladimir Belousov,Burnt by the Sun (Utomlyonnye solntsem) (1994),722
9573,Richard Wenk Action|Drama|Thriller apprentice|assassin|mentor|disobeying orders Jason Statham|Ben Foster|Tony Goldwyn|Donald Sutherland|Jeff Chase|Mini Anden|James Logan|Eddie J. Fernandez|Joshua Bridgewater|John McConnell|Christa Campbell|Joel Davis|Mark Nutter|Ardy Brent Carlson|Lara Grice,"Mechanic, The (2011)",720
2821,Derek Cianfrance Drama|Romance dysfunctional family|falling in love|unhappily married woman|unplanned pregnancy Ryan Gosling|Michelle Williams|Faith Wladyka|John Doman|Mike Vogel|Marshall Johnson|Jen Jones|Maryann Plunkett|James Benatti|Barbara Troy|Carey Westbrook|Ben Shenkman|Eileen Rosen|Enid Graham|Ashley Gurnari,Blue Valentine (2010),720
7739,Michael Berry Comedy buddy|1930s to 2020s|diamond|jewel Martin Lawrence|Luke Wilson|Peter Greene|Dave Chappelle|Nicole Ari Parker|Graham Beckel|Robert Miranda|Olek Krupa|Saverio Guerra|Richard C. Sarafian|Tamala Jones|Julio Oscar Mechoso|Steve Rankin|Carmen Argenziano|John Hawkes,Blue Streak (1999),720
4291,Hervé Palud Children|Comedy jungle|remake|close up of mouth|native american culture Tim Allen|Martin Short|JoBeth Williams|Lolita Davidovich|Sam Huntington|David Ogden Stiers|Bob Dishy|Valerie Mahaffey|Leelee Sobieski|Frankie J. Galasso|Luis Avalos|Carole Shelley|Dominic Keating|Rondi Reed|Oni Faida Lampley,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),719
10769,Stephen King Horror|Thriller female stockinged legs|pantyhose|psychological thriller|gypsy Robert John Burke|Lucinda Jenney|Bethany Joy Lenz|Time Winters|Howard Erskine|Joe Mantegna|Terrence Garmey|Randy Jurgensen|Jeff Ware|Antonette Schwartzberg|Terence Kava|Kari Wuhrer|Adriana Delphine|Ruth Miller|Walter Bobbie,Thinner (1996),719
9821,Robert Walker Adventure|Animation|Children bear|spirit|revenge|fight Joaquin Phoenix|Jeremy Suarez|Jason Raize|Rick Moranis|Dave Thomas|D.B. Sweeney|Joan Copeland|Michael Clarke Duncan|Harold Gould|Paul Christie|Danny Mastrogiorgio|Estelle Harris|Greg Proops|Pauley Perrette|Darko Cesar,Brother Bear (2003),717
2820,Derek Cianfrance Crime|Drama bank robbery|neo noir|original story|bank Ryan Gosling|Craig Van Hook|Eva Mendes|Olga Merediz|Angelo Anthony Pizza|Mahershala Ali|John Facci|Ben Mendelsohn|Tula|Penny|Cynthia Pelletier-Sullivan|Mackenzie Trainor|Nicole Califano|Shannon Plumb|Tracey Agustin,"Place Beyond the Pines, The (2012)",717
12038,Willie Morris Children|Drama mississippi|dog|1940s|war veteran Luke Wilson|Frankie Muniz|Kevin Bacon|Diane Lane|Mark Beech|Susan Carol Davis|David Pickens|Bradley Coryell|Daylan Honeycutt|Cody Linley|Lucile Doan Ewing|Polly Craig|John Stiritz|Enzo|Moose,My Dog Skip (1999),717
9798,Robert Rodriguez Adventure|Children machete cortez character|close up of eye|espionage|good versus evil Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Steve Buscemi|Mike Judge|Danny Trejo|Cheech Marin|Matt O'Leary|Emily Osment|Ricardo Montalban|Holland Taylor|Alan Cumming|Taylor Momsen|Christopher McDonald,Spy Kids 2: The Island of Lost Dreams (2002),717
6748,Laurie Craig Comedy|Fantasy|Romance fairy|prince|obedience|curse Anne Hathaway|Hugh Dancy|Cary Elwes|Aidan McArdle|Joanna Lumley|Lucy Punch|Jennifer Higham|Minnie Driver|Eric Idle|Steve Coogan|Jimi Mistry|Vivica A. Fox|Parminder Nagra|Jim Carter|Patrick Bergin,Ella Enchanted (2004),715
6944,Louis C.K. Comedy stand up special|tv special|one man show|monologue Louis C.K.,Louis C.K.: Hilarious (2010),715
8992,Peter Atkins Action|Horror|Sci-Fi 22nd century|sequel|puzzle box|outer space Bruce Ramsay|Valentina Vargas|Doug Bradley|Charlotte Chatton|Adam Scott|Kim Myers|Mickey Cottrell|Louis Turenne|Courtland Mead|Louis Mustillo|Jody St. Michael|Paul Perri|Pat Skipper|Christine Harnos|Wren T. Brown,Hellraiser: Bloodline (1996),714
10140,Sam Fell Animation|Comedy taking off shoes|someone in socks|sock|toes Hugh Jackman|Kate Winslet|Ian McKellen|Jean Reno|Bill Nighy|Andy Serkis|Shane Richie|Kathy Burke|David Suchet|Miriam Margolyes|Rachel Rawlinson|Susan Duerden|Miles Richardson|John Motson|Douglas Weston,Flushed Away (2006),711
1490,Bruce Timm Animation|Children batman character|bruce wayne character|dc comics|neo noir Kevin Conroy|Dana Delany|Hart Bochner|Stacy Keach|Abe Vigoda|Dick Miller|John P. Ryan|Efrem Zimbalist Jr.|Bob Hastings|Robert Costanzo|Mark Hamill|Jane Downs|Pat Musick|Vernee Watson|Ed Gilbert,Batman: Mask of the Phantasm (1993),711
7054,Lynn Barber Drama|Romance 1960s|age difference|coming of age|teenage girl Carey Mulligan|Olivia Williams|Alfred Molina|Cara Seymour|William Melling|Connor Catchpole|Matthew Beard|Peter Sarsgaard|Amanda Fairbank-Hynes|Ellie Kendrick|Dominic Cooper|Rosamund Pike|Nick Sampson|Kate Duchêne|Bel Parker,"Education, An (2009)",711
9684,Robert Clouse Action|Drama kung fu|kato|racism|martial arts Jason Scott Lee|Lauren Holly|Robert Wagner|Michael Learned|Nancy Kwan|Kay Tong Lim|Ric Young|Luoyong Wang|Sterling Macer Jr.|Sven-Ole Thorsen|Ong Soo Han|Eric Bruskotter|Aki Aleong|Chao Li Chi|Iain M. Parker,Dragon: The Bruce Lee Story (1993),710
5898,Joseph Gordon-Levitt Comedy|Drama|Romance sex|watching porn|pornography|husband wife relationship Joseph Gordon-Levitt|Scarlett Johansson|Julianne Moore|Tony Danza|Glenne Headly|Brie Larson|Rob Brown|Jeremy Luke|Paul Ben-Victor|Italia Ricci|Lindsey Broad|Amanda Perez|Sarah Dumont|Sloane Avery|Loanne Bishop,Don Jon (2013),709
3304,Eric Roth Drama|Thriller cia|year 1962|year 1960|year 1958 Matt Damon|Angelina Jolie|Alec Baldwin|Tammy Blanchard|Billy Crudup|Robert De Niro|Keir Dullea|Michael Gambon|Martina Gedeck|William Hurt|Timothy Hutton|Mark Ivanir|Gabriel Macht|Lee Pace|Joe Pesci,"Good Shepherd, The (2006)",709
7409,Mark Steven Johnson Drama close up of eyes|close up of lips|close up of mouth|character name as title Joseph Mazzello|Ashley Judd|Oliver Platt|David Strathairn|Dana Ivey|Ian Michael Smith|Beatrice Winde|Jan Hooks|Cecilley Carroll|Sumela Kay|Sam Morton|Jim Carrey|John Mazzello|Holly Dennison|Peter MacNeill,Simon Birch (1998),707
1805,Chris Matheson Comedy date|single woman|television studio|stalker Ellen DeGeneres|Bill Pullman|Joan Cusack|Dean Stockwell|Joan Plowright|John Livingston|Robert Goulet|Ellen Cleghorne|Hope Davis|Brad William Henke|Christine Cattell|Peter White|Polly Holliday|Briant Wells|Camille Saviola,Mr. Wrong (1996),707
5085,Jeffrey Friedman Documentary gay|lesbian|reference to eve arden|reference to bette davis Lily Tomlin|Tony Curtis|Susie Bright|Arthur Laurents|Armistead Maupin|Whoopi Goldberg|Jan Oxenberg|Harvey Fierstein|Quentin Crisp|Richard Dyer|Jay Presson Allen|Mrs. Gustav Ketterer|Gore Vidal|Will H. Hays|Farley Granger,"Celluloid Closet, The (1995)",706
3024,Duncan North Comedy seduction|sex|kindergarten|frisbee Donal Logue|Ayelet Kaznelson|John Hines|John Harrington Bland|Jessica Gormley|Mercedes Herrero|Cheryl Anne Jaroslaw|Nina Jaroslaw|David Aaron Baker|Dana Goodman|Greer Goodman|Dave Bynum|Matt Nader|Dave Terry|John Truskett,"Tao of Steve, The (2000)",706
11508,Tom Wheeler Adventure|Animation|Comedy|Fantasy|IMAX anthropomorphic animal|origin of hero|action hero|action heroine Antonio Banderas|Salma Hayek|Zach Galifianakis|Billy Bob Thornton|Amy Sedaris|Constance Marie|Guillermo del Toro|Mike Mitchell|Rich Dietl|Ryan Crego|Tom Wheeler|Conrad Vernon|Tom McGrath|Bob Joles|Latifa Ouaou,Puss in Boots (2011),706
5103,Jennifer Abbott Documentary history of consumerism|environmental activism|globalization|14th amendment Mikela Jay|Rob Beckwermert|Christopher Gora|Nina Jones|Richard Kopycinski|Karen Lam|Sean Lang|Bert Phillips|Diana Wilson|Jane Akre|Ray Anderson|Joe Badaracco|Maude Barlow|Chris Barrett|Marc Barry,"Corporation, The (2003)",705
2507,David E. Kelley Comedy|Drama male nudity|small town|alaska|sex Russell Crowe|Hank Azaria|Mary McCormack|Burt Reynolds|Colm Meaney|Lolita Davidovich|Maury Chaykin|Ron Eldard|Ryan Northcott|Michael Buie|Kevin Durand|Scott Grimes|Jason Gray-Stanford|Brent Stait|Leroy Peltier,"Mystery, Alaska (1999)",704
4273,Henry James Drama|Romance based on novel|italy|horse drawn carriage|pubic hair Helena Bonham Carter|Linus Roache|Alex Jennings|Charlotte Rampling|Ben Miles|Philip Wright|Michael Gambon|Alexander John|Alison Elliott|Elizabeth McGovern|Shirley Chantrell|Diana Kent|Georgio Serafini|Rachele Crisafulli,"Wings of the Dove, The (1997)",703
3183,Elizabeth von Arnim Drama|Romance italy|retreat|socialite|friendship Josie Lawrence|Miranda Richardson|Alfred Molina|Neville Phillips|Jim Broadbent|Michael Kitchen|Joan Plowright|Polly Walker|Stephen Beckett|Matthew Radford|Davide Manuli|Vittorio Duse|Adriana Facchetti|Anna Longhi,Enchanted April (1992),702
2740,Dean Craig Comedy dark comedy|black comedy|ensemble comedy|ensemble film Matthew Macfadyen|Keeley Hawes|Andy Nyman|Ewen Bremner|Daisy Donovan|Alan Tudyk|Jane Asher|Kris Marshall|Rupert Graves|Peter Vaughan|Thomas Wheatley|Peter Egan|Peter Dinklage|Brendan O'Hea|Jeremy Booth,Death at a Funeral (2007),702
6564,Krzysztof Kieslowski Drama|Fantasy|Romance doppelganger|opera singer|female protagonist|subjective camera Irène Jacob|Halina Gryglaszewska|Kalina Jedrusik|Aleksander Bardini|Wladyslaw Kowalski|Jerzy Gudejko|Janusz Sterninski|Philippe Volter|Sandrine Dumas|Louis Ducreux|Claude Duneton|Lorraine Evanoff|Guillaume de Tonquédec|Gilles Gaston-Dreyfus|Alain Frérot,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",702
11122,Tamara Jenkins Comedy|Drama coming of age|sexual awakening|on the lam|virgin Natasha Lyonne|Alan Arkin|Bryna Weiss|Marisa Tomei|Charlotte Stewart|Eli Marienthal|David Krumholtz|Kevin Corrigan|Brendan Burns|Harris Laskawy|Jessica Walter|Mena Suvari|Marley McClean|Mary Portser|Jock MacDonald,"Slums of Beverly Hills, The (1998)",701
10435,Seth Rogen Action|Comedy|Crime|Fantasy|Thriller|IMAX action hero|car accident|anti hero|car crash Seth Rogen|Jay Chou|Cameron Diaz|Tom Wilkinson|Christoph Waltz|David Harbour|Edward James Olmos|Jamie Harris|Chad L. Coleman|Edward Furlong|Jill Remez|Joe O'Connor|Morgan Rusler|Joshua Erenberg|Analeigh Tipton,"Green Hornet, The (2011)",701
8852,Paul Hogan Comedy|Drama beverly hills california|los angeles california|hollywood california|film studio Paul Hogan|Linda Kozlowski|Jere Burns|Jonathan Banks|Alec Wilson|Gerry Skilton|Steve Rackman|Serge Cockburn|Aida Turturro|Paul Rodriguez|Kaitlin Hopkins|David Clendenning|Duke Bannister|Betty Bobbitt|Karen Crone,Crocodile Dundee in Los Angeles (2001),699
2921,Don Mancini Comedy|Horror|Thriller feather boa|ceiling mirror|mobile home|woman in a bubble bath Jennifer Tilly|Brad Dourif|Katherine Heigl|Nick Stabile|Alexis Arquette|Gordon Michael Woolvett|John Ritter|Lawrence Dane|Michael Louis Johnson|James Gallanders|Janet Kidder|Vince Corazza|Kathy Najimy|Park Bench|Emily Weedon,Bride of Chucky (Child's Play 4) (1998),699
5747,Jon Hoeber Action|Comedy|Crime|Thriller reference to las vegas nevada|time bomb|cranberry|dc comics Bruce Willis|John Malkovich|Mary-Louise Parker|Helen Mirren|Anthony Hopkins|Byung-hun Lee|Jong Kun Lee|Catherine Zeta-Jones|Neal McDonough|David Thewlis|Garrick Hagon|Tim Pigott-Smith|Brian Cox|Philip Arditti|Mitchell Mullen,Red 2 (2013),699
7602,Matthew Michael Carnahan Action|Drama|Thriller saudi arabia|investigation|die hard scenario|safe room Jamie Foxx|Chris Cooper|Jennifer Garner|Jason Bateman|Ashraf Barhom|Ali Suliman|Jeremy Piven|Richard Jenkins|Tim McGraw|Kyle Chandler|Frances Fisher|Danny Huston|Kelly AuCoin|Anna Deavere Smith|Minka Kelly,"Kingdom, The (2007)",698
10145,Sam Harper Comedy|Romance honeymoon|marriage|newlywed|bare chested male Ashton Kutcher|Brittany Murphy|Christian Kane|David Moscow|Monet Mazur|David Rasche|Thad Luckinbill|David Agranov|Taran Killam|Raymond J. Barry|Toshi Toda|George Gaynes|Massimo Schina|Valeria Andrews|Alex Thomas,Just Married (2003),698
265,Alan Zweibel Comedy|Drama husband wife relationship|marriage|summer camp|male rear nudity Bruce Willis|Michelle Pfeiffer|Colleen Rennison|Jake Sandvig|Casey Boersma|Tim Matheson|Rob Reiner|Julie Hagerty|Rita Wilson|Dylan Boersma|Ken Lerner|Victor Raider-Wexler|Albert Hague|Jayne Meadows|Tom Poston,"Story of Us, The (1999)",698
3413,Eve Ahlert Comedy|Romance barber shop|three word title|musical scene|dance scene Renée Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch|Jack Plotnick|Tony Randall|John Aylward|Warren Munson|Matt Ross|Michael Ensign|Timothy Omundson|Jeri Ryan|Ivana Milicevic|Melissa George,Down with Love (2003),698
9957,Ronald Roose Action|Thriller outrunning explosion|woman murders a woman|murderess|firefighter Arnold Schwarzenegger|Francesca Neri|Elias Koteas|Cliff Curtis|John Leguizamo|John Turturro|Jsu Garcia|Tyler Posey|Michael Milhoan|Rick Worthy|Raymond Cruz|Lindsay Frost|Ethan Dampf|Jorge Zepeda|Miguel Sandoval,Collateral Damage (2002),698
3404,Evan Daugherty Action|Adventure|Drama snow white|queen|magic|fairy tale Kristen Stewart|Chris Hemsworth|Charlize Theron|Sam Claflin|Sam Spruell|Ian McShane|Bob Hoskins|Ray Winstone|Nick Frost|Eddie Marsan|Toby Jones|Johnny Harris|Brian Gleeson|Vincent Regan|Liberty Ross,Snow White and the Huntsman (2012),696
